month,split,method,eligible_assets,estimation_start,estimation_end,joint_scenarios,gross_return,transaction_cost,net_return,benchmark_return,active_net_return,construction_rule,construction_risk_free_rate_annual,realized_risk_free_return,traded_notional,one_way_turnover,inception,forced_universe_turnover
2020-06-30,development,shrinkage_mean_variance,12,2018-01-31,2020-05-31,29,0.06315827851804229,1.415927165060488e-05,0.06314411924639168,0.06260910784031544,0.000535011406076244,shrinkage_mean_variance,0.0019999999999999996,0.00016666666666666666,0.028318543301209757,0.014159271650604878,False,0.0
2020-06-30,development,maximum_sharpe_with_gmv_fallback,12,2018-01-31,2020-05-31,29,0.047858337705773406,0.0005999998366718771,0.04725833786910153,0.06260910784031544,-0.015350769971213908,maximum_sharpe_frontier_grid,0.0019999999999999996,0.00016666666666666666,1.1999996733437543,0.5999998366718772,False,0.0
2020-06-30,development,historical_joint_cvar,12,2018-01-31,2020-05-31,29,0.06775365820257066,1.0373935495404453e-05,0.06774328426707525,0.06260910784031544,0.005134176426759812,historical_joint_cvar,0.0019999999999999996,0.00016666666666666666,0.020747870990808905,0.010373935495404453,False,0.0
2020-06-30,development,benchmark_relative_constrained,12,2018-01-31,2020-05-31,29,0.06372570676106894,2.8532110046177934e-05,0.06369717465102276,0.06260910784031544,0.0010880668107073194,benchmark_relative_constrained,0.0019999999999999996,0.00016666666666666666,0.057064220092355865,0.028532110046177932,False,0.0
2020-06-30,development,exact_cardinality_cvar,12,2018-01-31,2020-05-31,29,0.06054151154923697,6.0394008476600355e-06,0.06053547214838931,0.06260910784031544,-0.0020736356919261317,exact_cardinality_cvar,0.0019999999999999996,0.00016666666666666666,0.01207880169532007,0.006039400847660035,False,0.0
2020-06-30,development,130_30_mathematical_appendix,12,2018-01-31,2020-05-31,29,0.04109414572799273,2.8237435574399534e-05,0.04106590829241833,0.06260910784031544,-0.02154319954789711,130_30_mathematical_appendix,0.0019999999999999996,0.00016666666666666666,0.056474871148799066,0.028237435574399533,False,0.0
2020-07-31,development,equal_weight,12,2018-01-31,2020-06-30,30,0.03255155421659877,1.0715523984428939e-05,0.03254083869261434,0.03255155421659877,-1.0715523984426711e-05,equal_weight,0.0019999999999999996,0.00016666666666666666,0.021431047968857878,0.010715523984428939,False,0.0
2020-07-31,development,global_minimum_variance,12,2018-01-31,2020-06-30,30,0.02049121269669122,3.114786016036271e-05,0.02046006483653086,0.03255155421659877,-0.012091489380067912,global_minimum_variance,0.0019999999999999996,0.00016666666666666666,0.06229572032072541,0.031147860160362705,False,0.0
2020-07-31,development,shrinkage_mean_variance,12,2018-01-31,2020-06-30,30,0.015120163889781489,1.6627934936704775e-05,0.015103535954844784,0.03255155421659877,-0.017448018261753986,shrinkage_mean_variance,0.0019999999999999996,0.00016666666666666666,0.033255869873409546,0.016627934936704773,False,0.0
2020-07-31,development,maximum_sharpe_with_gmv_fallback,12,2018-01-31,2020-06-30,30,0.013479072479841123,0.00024261225131979144,0.013236460228521332,0.03255155421659877,-0.019315093988077438,maximum_sharpe_frontier_grid,0.0019999999999999996,0.00016666666666666666,0.48522450263958283,0.24261225131979142,False,0.0
2020-07-31,development,historical_joint_cvar,12,2018-01-31,2020-06-30,30,0.01973728100409061,1.6708516639990856e-05,0.019720572487450617,0.03255155421659877,-0.012830981729148153,historical_joint_cvar,0.0019999999999999996,0.00016666666666666666,0.03341703327998171,0.016708516639990855,False,0.0
2020-07-31,development,benchmark_relative_constrained,12,2018-01-31,2020-06-30,30,0.012328875606668567,4.1331742759478815e-05,0.012287543863909088,0.03255155421659877,-0.020264010352689682,benchmark_relative_constrained,0.0019999999999999996,0.00016666666666666666,0.08266348551895762,0.04133174275947881,False,0.0
2020-07-31,development,exact_cardinality_cvar,12,2018-01-31,2020-06-30,30,0.015103322230259515,1.6905850983717038e-05,0.015086416379275798,0.03255155421659877,-0.017465137837322973,exact_cardinality_cvar,0.0019999999999999996,0.00016666666666666666,0.03381170196743408,0.01690585098371704,False,0.0
2020-07-31,development,130_30_mathematical_appendix,12,2018-01-31,2020-06-30,30,-0.009979675936704612,0.0005337980196702733,-0.010513473956374884,0.03255155421659877,-0.043065028172973654,130_30_mathematical_appendix,0.0019999999999999996,0.00016666666666666666,1.0675960393405464,0.5337980196702732,False,0.0
2020-08-31,development,equal_weight,12,2018-01-31,2020-07-31,31,-0.016487952165198126,1.0953587940828354e-05,-0.016498905753138955,-0.016487952165198126,-1.0953587940829013e-05,equal_weight,0.0019999999999999996,0.00016666666666666666,0.021907175881656707,0.010953587940828353,False,0.0
2020-08-31,development,global_minimum_variance,12,2018-01-31,2020-07-31,31,-0.014600611125811553,3.364020837358026e-05,-0.014634251334185134,-0.016487952165198126,0.0018537008310129926,global_minimum_variance,0.0019999999999999996,0.00016666666666666666,0.06728041674716052,0.03364020837358026,False,0.0
2020-08-31,development,shrinkage_mean_variance,12,2018-01-31,2020-07-31,31,-0.012805887113933637,3.664667429147096e-05,-0.012842533788225108,-0.016487952165198126,0.003645418376973018,shrinkage_mean_variance,0.0019999999999999996,0.00016666666666666666,0.07329334858294193,0.03664667429147096,False,0.0
2020-08-31,development,maximum_sharpe_with_gmv_fallback,12,2018-01-31,2020-07-31,31,-0.011879204259821188,0.00012017607316476828,-0.011999380332985957,-0.016487952165198126,0.004488571832212169,maximum_sharpe_frontier_grid,0.0019999999999999996,0.00016666666666666666,0.24035214632953658,0.12017607316476829,False,0.0
2020-08-31,development,historical_joint_cvar,12,2018-01-31,2020-07-31,31,-0.025725929507815624,1.2530796188925586e-05,-0.02573846030400455,-0.016487952165198126,-0.009250508138806422,historical_joint_cvar,0.0019999999999999996,0.00016666666666666666,0.025061592377851175,0.012530796188925587,False,0.0
2020-08-31,development,benchmark_relative_constrained,12,2018-01-31,2020-07-31,31,-0.011337081873379925,8.549359549749447e-05,-0.011422575468877419,-0.016487952165198126,0.005065376696320708,benchmark_relative_constrained,0.0019999999999999996,0.00016666666666666666,0.17098719099498894,0.08549359549749447,False,0.0
2020-08-31,development,exact_cardinality_cvar,12,2018-01-31,2020-07-31,31,-0.01655455340935858,9.49570661116926e-06,-0.016564049115969752,-0.016487952165198126,-7.609695077162582e-05,exact_cardinality_cvar,0.0019999999999999996,0.00016666666666666666,0.018991413222338518,0.009495706611169259,False,0.0
2020-08-31,development,130_30_mathematical_appendix,12,2018-01-31,2020-07-31,31,-0.013436041371745651,0.0004351321579419785,-0.01387117352968763,-0.016487952165198126,0.002616778635510497,130_30_mathematical_appendix,0.0019999999999999996,0.00016666666666666666,0.8702643158839569,0.43513215794197846,False,0.0
2020-09-30,development,equal_weight,12,2018-01-31,2020-08-31,32,-0.034370299759060294,1.4991708304861323e-05,-0.03438529146736515,-0.034370299759060294,-1.4991708304858131e-05,equal_weight,0.002,0.00016666666666666666,0.029983416609722646,0.014991708304861323,False,0.0
2020-09-30,development,global_minimum_variance,12,2018-01-31,2020-08-31,32,-0.02957821486373148,1.558483690934542e-05,-0.029593799700640827,-0.034370299759060294,0.004776500058419467,global_minimum_variance,0.002,0.00016666666666666666,0.03116967381869084,0.01558483690934542,False,0.0
2020-09-30,development,shrinkage_mean_variance,12,2018-01-31,2020-08-31,32,-0.021811909306945022,6.456067859308032e-05,-0.0218764699855381,-0.034370299759060294,0.012493829773522192,shrinkage_mean_variance,0.002,0.00016666666666666666,0.12912135718616063,0.06456067859308032,False,0.0
2020-09-30,development,maximum_sharpe_with_gmv_fallback,12,2018-01-31,2020-08-31,32,-0.00935681036846379,0.00011041921744418366,-0.009467229585907974,-0.034370299759060294,0.024903070173152318,maximum_sharpe_frontier_grid,0.002,0.00016666666666666666,0.22083843488836732,0.11041921744418366,False,0.0
2020-09-30,development,historical_joint_cvar,12,2018-01-31,2020-08-31,32,-0.024290310896329798,1.542634236564338e-05,-0.02430573723869544,-0.034370299759060294,0.010064562520364854,historical_joint_cvar,0.002,0.00016666666666666666,0.03085268473128676,0.01542634236564338,False,0.0
2020-09-30,development,benchmark_relative_constrained,12,2018-01-31,2020-08-31,32,-0.011773349199378006,5.875048225149912e-05,-0.011832099681629505,-0.034370299759060294,0.02253820007743079,benchmark_relative_constrained,0.002,0.00016666666666666666,0.11750096450299824,0.05875048225149912,False,0.0
2020-09-30,development,exact_cardinality_cvar,12,2018-01-31,2020-08-31,32,-0.0227948466763656,1.2523820414020953e-05,-0.02280737049677962,-0.034370299759060294,0.011562929262280672,exact_cardinality_cvar,0.002,0.00016666666666666666,0.02504764082804191,0.012523820414020954,False,0.0
2020-09-30,development,130_30_mathematical_appendix,12,2018-01-31,2020-08-31,32,-0.006804437098211974,0.0004440170430813179,-0.007248454141293292,-0.034370299759060294,0.027121845617767003,130_30_mathematical_appendix,0.002,0.00016666666666666666,0.8880340861626359,0.44401704308131795,False,0.0
2020-10-31,development,equal_weight,12,2018-01-31,2020-09-30,33,-0.048125678424562425,1.3564636643438632e-05,-0.048139243061205865,-0.048125678424562425,-1.3564636643439987e-05,equal_weight,0.002,0.00016666666666666666,0.027129273286877267,0.013564636643438634,False,0.0
2020-10-31,development,global_minimum_variance,12,2018-01-31,2020-09-30,33,-0.03948625726005895,1.160551037823148e-05,-0.03949786277043718,-0.048125678424562425,0.008627815654125244,global_minimum_variance,0.002,0.00016666666666666666,0.02321102075646296,0.01160551037823148,False,0.0
2020-10-31,development,shrinkage_mean_variance,12,2018-01-31,2020-09-30,33,-0.04281929138188212,0.00010656890513827831,-0.0429258602870204,-0.048125678424562425,0.005199818137542028,shrinkage_mean_variance,0.002,0.00016666666666666666,0.2131378102765566,0.1065689051382783,False,0.0
2020-10-31,development,maximum_sharpe_with_gmv_fallback,12,2018-01-31,2020-09-30,33,-0.037720905532801434,5.5620668055793586e-05,-0.037776526200857224,-0.048125678424562425,0.0103491522237052,maximum_sharpe_frontier_grid,0.002,0.00016666666666666666,0.11124133611158717,0.05562066805579358,False,0.0
2020-10-31,development,historical_joint_cvar,12,2018-01-31,2020-09-30,33,-0.0392022956815979,8.425545766664587e-06,-0.03921072122736457,-0.048125678424562425,0.008914957197197856,historical_joint_cvar,0.002,0.00016666666666666666,0.016851091533329175,0.008425545766664587,False,0.0
2020-10-31,development,benchmark_relative_constrained,12,2018-01-31,2020-09-30,33,-0.038044877377201955,8.332995351544335e-05,-0.038128207330717395,-0.048125678424562425,0.00999747109384503,benchmark_relative_constrained,0.002,0.00016666666666666666,0.16665990703088668,0.08332995351544334,False,0.0
2020-10-31,development,exact_cardinality_cvar,12,2018-01-31,2020-09-30,33,-0.0311405581768523,7.307437299071988e-06,-0.031147865614151372,-0.048125678424562425,0.016977812810411053,exact_cardinality_cvar,0.002,0.00016666666666666666,0.014614874598143975,0.007307437299071988,False,0.0
2020-10-31,development,130_30_mathematical_appendix,12,2018-01-31,2020-09-30,33,-0.029227610135577606,0.00041582410902719403,-0.0296434342446048,-0.048125678424562425,0.018482244179957624,130_30_mathematical_appendix,0.002,0.00016666666666666666,0.831648218054388,0.415824109027194,False,0.0
2020-11-30,development,equal_weight,12,2018-01-31,2020-10-31,34,-0.023132920218059072,1.33090289887492e-05,-0.02314622924704782,-0.023132920218059072,-1.3309028988748445e-05,equal_weight,0.002,0.00016666666666666666,0.026618057977498402,0.013309028988749201,False,0.0
2020-11-30,development,global_minimum_variance,12,2018-01-31,2020-10-31,34,-0.03990703241137023,2.1990484144365346e-05,-0.039929022895514595,-0.023132920218059072,-0.016796102677455522,global_minimum_variance,0.002,0.00016666666666666666,0.043980968288730694,0.021990484144365347,False,0.0
2020-11-30,development,shrinkage_mean_variance,12,2018-01-31,2020-10-31,34,-0.0470581030749054,0.00015974004964473433,-0.04721784312455013,-0.023132920218059072,-0.024084922906491057,shrinkage_mean_variance,0.002,0.00016666666666666666,0.3194800992894687,0.15974004964473434,False,0.0
2020-11-30,development,maximum_sharpe_with_gmv_fallback,12,2018-01-31,2020-10-31,34,-0.043055318512917516,0.00015761671837413426,-0.04321293523129165,-0.023132920218059072,-0.02008001501323258,maximum_sharpe_frontier_grid,0.002,0.00016666666666666666,0.31523343674826854,0.15761671837413427,False,0.0
2020-11-30,development,historical_joint_cvar,12,2018-01-31,2020-10-31,34,-0.0458709173667414,1.6166665150994546e-05,-0.04588708403189239,-0.023132920218059072,-0.02275416381383332,historical_joint_cvar,0.002,0.00016666666666666666,0.032333330301989094,0.016166665150994547,False,0.0
2020-11-30,development,benchmark_relative_constrained,12,2018-01-31,2020-10-31,34,-0.04065792077173801,3.0767937835908317e-05,-0.040688688709573914,-0.023132920218059072,-0.017555768491514842,benchmark_relative_constrained,0.002,0.00016666666666666666,0.061535875671816634,0.030767937835908317,False,0.0
2020-11-30,development,exact_cardinality_cvar,12,2018-01-31,2020-10-31,34,-0.043651135927270594,1.5187746664185982e-05,-0.04366632367393478,-0.023132920218059072,-0.02053340345587571,exact_cardinality_cvar,0.002,0.00016666666666666666,0.03037549332837197,0.015187746664185984,False,0.0
2020-11-30,development,130_30_mathematical_appendix,12,2018-01-31,2020-10-31,34,-0.07523530649714928,0.00041662194841228224,-0.07565192844556157,-0.023132920218059072,-0.052519008227502495,130_30_mathematical_appendix,0.002,0.00016666666666666666,0.8332438968245646,0.4166219484122823,False,0.0
2020-12-31,development,equal_weight,12,2018-01-31,2020-11-30,35,-0.024089229140745287,1.7944851160314508e-05,-0.024107173991905602,-0.024089229140745287,-1.7944851160314745e-05,equal_weight,0.002,0.00016666666666666666,0.03588970232062902,0.01794485116031451,False,0.0
2020-12-31,development,global_minimum_variance,12,2018-01-31,2020-11-30,35,-0.03570373861039816,1.9935684816542532e-05,-0.035723674295214704,-0.024089229140745287,-0.011634445154469417,global_minimum_variance,0.002,0.00016666666666666666,0.03987136963308506,0.01993568481654253,False,0.0
2020-12-31,development,shrinkage_mean_variance,12,2018-01-31,2020-11-30,35,-0.03107900832689054,0.00014552514775300222,-0.031224533474643542,-0.024089229140745287,-0.007135304333898255,shrinkage_mean_variance,0.002,0.00016666666666666666,0.2910502955060045,0.14552514775300224,False,0.0
2020-12-31,development,maximum_sharpe_with_gmv_fallback,12,2018-01-31,2020-11-30,35,-0.03570373861039816,0.00061754993508731,-0.03632128854548547,-0.024089229140745287,-0.012232059404740182,gmv_fallback_no_positive_expected_excess_return,0.002,0.00016666666666666666,1.2350998701746199,0.6175499350873099,False,0.0
2020-12-31,development,historical_joint_cvar,12,2018-01-31,2020-11-30,35,-0.048460529619826075,6.0355991451642634e-05,-0.048520885611277716,-0.024089229140745287,-0.02443165647053243,historical_joint_cvar,0.002,0.00016666666666666666,0.12071198290328528,0.06035599145164264,False,0.0
2020-12-31,development,benchmark_relative_constrained,12,2018-01-31,2020-11-30,35,-0.027739902606187493,2.70616008472654e-05,-0.02776696420703476,-0.024089229140745287,-0.003677735066289472,benchmark_relative_constrained,0.002,0.00016666666666666666,0.054123201694530804,0.027061600847265402,False,0.0
2020-12-31,development,exact_cardinality_cvar,12,2018-01-31,2020-11-30,35,-0.04186131942718209,8.234532303283373e-05,-0.04194366475021492,-0.024089229140745287,-0.017854435609469636,exact_cardinality_cvar,0.002,0.00016666666666666666,0.16469064606566747,0.08234532303283373,False,0.0
2020-12-31,development,130_30_mathematical_appendix,12,2018-01-31,2020-11-30,35,-0.027809969002160196,0.0005683105926150386,-0.028378279594775235,-0.024089229140745287,-0.004289050454029948,130_30_mathematical_appendix,0.002,0.00016666666666666666,1.1366211852300772,0.5683105926150386,False,0.0
2021-01-31,development,equal_weight,12,2018-01-31,2020-12-31,36,-0.0290247238557081,1.4721409445136646e-05,-0.029039445265153237,-0.0290247238557081,-1.4721409445136308e-05,equal_weight,0.0019999999999999996,0.00016666666666666666,0.029442818890273295,0.014721409445136648,False,0.0
2021-01-31,development,global_minimum_variance,12,2018-01-31,2020-12-31,36,-0.02315519502974785,2.603513055429827e-05,-0.023181230160302147,-0.0290247238557081,0.005843493695405953,global_minimum_variance,0.0019999999999999996,0.00016666666666666666,0.052070261108596534,0.026035130554298267,False,0.0
2021-01-31,development,shrinkage_mean_variance,12,2018-01-31,2020-12-31,36,-0.03147661970609668,0.00014390982967997566,-0.031620529535776654,-0.0290247238557081,-0.002595805680068553,shrinkage_mean_variance,0.0019999999999999996,0.00016666666666666666,0.28781965935995135,0.14390982967997568,False,0.0
